x1,x2,safety
-1.8535814998738982,-0.268397027020497,1.0
-1.468462308882306,1.4959783661721793,-1.0
0.33401127125490726,0.9610788629346396,-1.0
-1.3213999284562021,0.5389818148389873,-1.0
-0.043854009026940366,0.003474864166866487,1.0
-1.618093443521617,0.04793414700056442,1.0
0.19364464268234904,-0.08979605878666125,-1.0
-1.8923115970238438,1.1214347745859734,1.0
-1.126096634359365,1.3467614390693023,-1.0
-1.2152092540752086,1.0907081615754697,1.0
-0.12438100300549548,1.7943731923601227,-1.0
-0.8211218495303845,-0.29170352501288893,1.0
0.3006732703912256,0.011636460236756019,-1.0
-1.9853604526140116,1.4379640199629677,1.0
0.1199187796035388,1.2422871057595013,-1.0
-0.2465241153730222,0.7209438588136878,-1.0
0.1521452278681954,-0.16832749438735928,-1.0
-1.3819877857903646,-0.43509041725901293,1.0
-1.12685030002895,0.7162495772239907,1.0
-1.0058380547133352,0.8704510581048837,1.0
-0.6877672620586184,0.3191416655342343,1.0
-0.23819735418127008,0.3317916215277408,1.0
-0.009555043734427393,0.17677081993014032,-1.0
-1.8509974532433433,-0.4634507387176091,1.0
-1.5489707394505063,0.6096281736023428,-1.0
-1.3254848165595754,0.18469820099817225,1.0
0.44451635641772524,-0.34877014826257974,-1.0
-0.3600071656520072,0.6920300196055498,-1.0
0.07182341194995967,0.39606931358126474,-1.0
-1.2557750956578517,-0.28994882248795245,1.0
-1.4142068588842762,-0.3110270187421672,1.0
0.34921268279126316,1.5366379475987633,-1.0
-0.8367013966993064,1.4729293730761854,-1.0
-1.0022166883844865,1.7001394654120805,-1.0
-0.8512949600593713,-0.056014598439003804,1.0
-0.6991191208646736,1.1479110312329062,-1.0
-1.9790986947767975,0.19679151450966093,1.0
-0.5736231348182135,-0.47910767460186227,1.0
-1.671958804342284,-0.3510399405940949,1.0
-0.3901175912624584,1.26849883664532,-1.0
-1.8288885998036135,0.24130769594611823,1.0
-1.2016330430056401,1.921076036685927,-1.0
0.2817878149684585,1.869272782598915,-1.0
-0.19699126328886507,-0.03601573983729883,1.0
0.06608860854860943,0.6772787866663785,-1.0
-1.2913568271101745,-0.011891122743937055,1.0
0.22805369586361524,1.8182374732250732,-1.0
-0.7039854958965686,0.3474620563134707,1.0
-1.5452828914462018,-0.04283289353205638,1.0
0.11290618867092883,1.0397816514964224,-1.0
-1.3414900089011077,1.539139137518113,-1.0
-1.5332894768701375,0.09024180885017319,1.0
-1.921477975801186,0.4158337312653888,1.0
0.4479314580534681,1.4158045044015337,-1.0
0.06805229436036297,0.6692253315508734,-1.0
-0.4324760611274585,1.4121491781931539,-1.0
-1.4379397314659028,0.27938478034098424,1.0
-0.2627359766284936,0.8787523971948756,-1.0
0.17777915035635106,-0.48784719658361325,-1.0
0.04980749267415252,1.574633490159949,-1.0
-0.6761776916835398,-0.14537471704018518,1.0
-0.2453854902077941,1.586069380189942,-1.0
-0.47584272875564126,1.4715644370638437,-1.0
-0.6149152034629353,1.7850637448424633,-1.0
-1.8985635326128003,1.372024694005579,1.0
-1.3567393879369989,1.7669581503860052,-1.0
-1.4462538133164626,1.742318979117905,-1.0
-1.2622085229892304,1.4258426468335137,-1.0
-1.557397031135591,1.0472273511481656,-1.0
-1.8906798061578844,1.1195119900170947,1.0
0.1786346583638978,1.36904392913088,-1.0
-1.9965783682202647,0.41018390355639767,1.0
0.4008630804695845,-0.161400577885646,-1.0
-1.4773654095696434,1.674170908359963,-1.0
-1.0463384692824467,0.9244103871127731,1.0
-1.4446824391330835,1.1562247234399115,-1.0
-0.4035086737196152,0.13461616096436246,1.0
-0.9033146153312879,0.3756398411751293,1.0
-1.3326647056864773,-0.12951743371847912,1.0
0.3663663615010533,1.59732395860041,-1.0
-0.2556370559487684,1.602044721780973,-1.0
-0.2997928655448636,1.8226439309716387,-1.0
-1.083979812811327,1.4193938105029373,-1.0
-0.38886670274671165,1.597240182797738,-1.0
-1.6425289921149717,1.9193277262214865,-1.0
-0.2454070538050157,0.5698144571578245,-1.0
-0.5624750242569041,1.665053715388324,-1.0
-0.8826222597702325,0.9900733919363467,-1.0
-0.19609885841333186,1.2646912115359212,-1.0
-1.4148849914771262,-0.29397419988067897,1.0
-1.5870478619488364,0.707659292269494,1.0
-0.9302685779783988,0.46940482097117253,1.0
-0.13699368717522709,1.4679435201872688,-1.0
-0.08200630928378483,1.3449517489412406,-1.0
-0.4575393744469005,1.6263491327433313,-1.0
-1.0450338697544468,1.5956926641477218,-1.0
-1.6279156223946445,1.9086263032410224,-1.0
-0.45685618599189537,-0.20825570737714694,1.0
0.30079192905965346,-0.004505309281163494,-1.0
-1.6774681370004687,0.7576012475104557,1.0
-1.037842780644845,1.82560084521577,-1.0
-1.7152756866985366,1.5353847348372716,-1.0
-1.4439157649053371,0.9698335632748338,1.0
-0.39640275814121395,0.33589535903003387,1.0
0.06455274033869518,1.0802154220085562,-1.0
-0.6358216099542584,-0.16003695719279104,1.0
-1.4639638323602027,0.40922291894680707,1.0
-1.3606991796513317,1.7428002303793053,-1.0
-1.1204534653569285,-0.28134668857385287,1.0
-0.18486819380242925,0.7800137886791587,-1.0
-0.9155652426950991,1.0827146536032457,-1.0
-0.7044276633676965,-0.01213118410559555,1.0
-0.08552188363247581,0.8502776670947914,-1.0
-1.2284490714357394,0.8963829710201103,-1.0
0.06508840288486262,1.4387327560539167,-1.0
0.47371034531449574,0.17217279113217066,-1.0
-1.5318566397740536,1.1263519818791294,1.0
-1.2448840093866467,0.5700342115738879,1.0
0.07468432515258305,1.335254327951397,-1.0
-1.3421116024028406,-0.32610803235003993,1.0
-1.9920323774791273,0.01791252707772273,1.0
-1.5659566369767133,0.4846687412042552,1.0
-0.2693094677794683,0.5662882797592115,1.0
-1.724157286674112,-0.4914477992305689,1.0
-1.2181571579844688,1.451910803277259,-1.0
-0.19347137143885718,1.7352194423912963,-1.0
0.4864775060382516,1.6120534671272413,-1.0
-1.982294152653047,0.18046101736209197,1.0
-1.7023631754615167,1.8833778860588266,-1.0
-0.44891193820068764,-0.18858003437073345,1.0
-0.5014234370604429,0.7590907186942015,1.0
-0.9126402778922564,0.16410149018493125,1.0
-0.5738600922443151,1.8895906355038323,-1.0
-0.670570214076909,0.5976485121312429,-1.0
-1.2201436519826288,1.4290262619017784,1.0
-1.9372189680141585,-0.20640894124428472,1.0
-1.87670575248905,0.8009207810973318,-1.0
-1.2321666603317687,-0.4550415668427805,1.0
-0.7342626876641165,1.7942579196746973,-1.0
-1.9675946655393406,-0.27634162928320893,1.0
-1.5052463081319964,-0.08572486754339509,1.0
-1.0245810461049334,1.9026968698603488,-1.0
-0.22452293771267184,1.5802529680760466,-1.0
-1.6557851556676062,1.3133579377375382,-1.0
-0.9793286518673638,0.4232990461340185,1.0
0.47119159732567084,-0.4953376449541387,-1.0
-1.1719360673867614,1.4711646996415357,-1.0
0.048994573345021664,0.9312043899972571,-1.0
-1.7064362410245486,1.299637454630949,-1.0
-1.2880126267569796,1.514912695614282,-1.0
0.25732377911465676,1.7005173483606724,-1.0
-1.5553740165853327,0.8510804849789766,-1.0
-1.8900671089181387,1.3723405921715175,-1.0
-1.1131273545897153,0.41433612575228307,1.0
-0.6339964038163395,0.16327206250544446,1.0
-0.016253627704829965,0.09149302286656158,-1.0
-0.2559433341559971,0.1410663929470819,1.0
0.31619962607030017,1.069395256787607,-1.0
0.37983544514203293,-0.28755123639827807,-1.0
0.11442202824916947,0.25652363462066663,-1.0
0.06295736805392727,-0.2068980261258897,-1.0
-0.14530766206445356,0.03840219197636208,1.0
-1.5524432892037647,0.5220004627600234,1.0
-1.1111084196098748,0.11470823921619644,1.0
-0.8010896350945567,1.1011964163980168,-1.0
0.19466493948675856,1.0259415126435503,-1.0
-1.267358666966115,-0.25475315118229325,1.0
-0.25686485375122414,1.0842527411646656,-1.0
-0.5737682019988539,-0.14346461975895602,1.0
-1.5797742143551727,1.3460774516368925,-1.0
-0.12092235561921227,1.4104392205351055,-1.0
-0.9739228337202206,-0.046416835250068345,1.0
-1.1925394271295977,0.9891662448844525,1.0
-0.4617279649690105,1.5840176675741935,-1.0
-1.6242197537684504,1.6522353546871824,-1.0
-1.5373044431236589,1.4028284806842366,-1.0
0.04666754272119489,1.404884085240025,-1.0
-1.3226856425777327,0.857305678046524,1.0
0.09014220387101446,0.2741227281156484,-1.0
-1.0259546125367154,0.5998735408551177,1.0
-1.0619644279052214,1.9344617272830829,-1.0
-0.353670662426951,0.5112703970828696,-1.0
-1.914858884081714,1.3638686102490256,1.0
0.287711902751139,0.9045347189045785,-1.0
-0.20794917683870362,1.1056005766678756,-1.0
-1.2726346542836087,-0.482252996656677,1.0
-1.5285575534942275,-0.19381683053398446,1.0
-1.393086836918625,-0.2870856908455009,1.0
-0.46571121842907837,0.8990581636196855,-1.0
-0.286616566479855,-0.4174457004552616,1.0
-0.5512066507396209,0.10800675616593836,1.0
-0.4820510831572029,-0.2915448550383499,1.0
-0.39945227839108455,1.2146966314078858,-1.0
-1.1402243597801447,1.428115702297951,1.0
0.09060903689085809,1.971674998599032,-1.0
-1.508239175519145,1.2633585302767916,1.0
-1.4840597198001357,1.5373429568235326,-1.0
-1.460769292429171,1.1988155079844989,-1.0
-1.7933938102339244,-0.4835732469890226,1.0
-0.7263476361334971,-0.30680041220359844,1.0
-1.7349154435857113,-0.23296071556423864,1.0
-1.6594067952121878,0.3225642828968033,1.0
-0.6862394703953707,0.11534631764604586,1.0
-0.14258189949510536,-0.48989037071900177,1.0
-1.5229304168592919,-0.3793647439381352,1.0
-0.3783923555696349,1.2614984023790081,-1.0
-0.9006113119845063,1.79119404018912,-1.0
-0.7470454346023006,-0.2721901219286378,1.0
-0.20447368614682215,-0.0813782781975454,1.0
-1.8421142310571068,-0.478584086898617,1.0
-0.19530961138805392,1.7070029907785718,-1.0
-1.6691621118966542,1.5224229186397582,1.0
-1.2521729866720646,1.6230707685433825,-1.0
0.30574085652114213,0.9626956330689744,-1.0
-1.927702961929684,0.8035166728261913,1.0
-1.5137264241128445,1.527586191649756,1.0
0.3271044459778234,-0.35796573110871877,-1.0
-1.7810394845996567,1.406932324841296,1.0
-0.05623410318917221,1.0409850577895043,-1.0
-1.5708677177401174,1.6931263549025086,-1.0
-0.5265278778496401,1.3669709864704083,-1.0
0.3217118507659755,0.7263603640740759,-1.0
-0.4323569460226273,0.27275088205788434,1.0
-0.26161894939276165,0.06670632851869152,1.0
-0.4013171731306191,1.9215470596634825,-1.0
-1.3200328366161587,1.4877806964136928,-1.0
-0.7192153414055815,0.5744926361602825,1.0
0.0829261538789039,0.2861736192358728,-1.0
-1.270486210281468,0.5593639801456975,1.0
-1.6027900330989389,1.027459984720068,1.0
-1.7005118291988255,-0.2972621181552136,1.0
-1.5314714350453247,1.8637202872597234,-1.0
0.19735921034112058,0.921176559956425,-1.0
-0.9448191516216424,0.9261150055412142,1.0
-0.5960273735190622,0.28160019306146633,1.0
-0.7201244875859352,1.4947603339090925,-1.0
-0.18592984064552942,1.9341077623138814,-1.0
-0.6564390287311623,1.3074212671834375,-1.0
-0.22275523092418337,0.35949202942690683,1.0
-1.1308297807090646,0.9628722494220381,1.0
-1.0642472390462328,1.4672670353842812,-1.0
-1.9123219801866402,-0.04990804636377255,1.0
0.24492457446127425,0.3298708767023455,-1.0
-1.6563440649305128,0.8804254307335988,1.0
-0.49117517564521607,-0.2773276459025005,1.0
0.1560166982424076,1.6690176075154661,-1.0
-1.7722394406599462,0.43407453702002896,1.0
-1.2460267055571168,-0.1874267972190417,1.0
-0.6227765656474211,-0.04740469376406525,1.0
-1.984389756686681,1.614392338243038,1.0
-1.7638704266506746,0.39376609530468665,1.0
0.3181964414715419,1.7604118412513987,-1.0
-0.12156811896168973,0.59023904013968,-1.0
-0.16260363037573544,0.82073386341952,-1.0
-0.2629415189400257,-0.46831546835465765,1.0
-0.6387417663667878,-0.18862208016409904,1.0
0.07271678880078047,-0.005246956669442526,-1.0
-0.48793760145694387,0.41922094524377584,1.0
-0.9436147949933154,0.19356733554982752,1.0
-0.4636609605832338,1.8533827039791597,-1.0
-1.6961017242300294,1.4264578530683156,1.0
-0.7755811966785444,1.2789496419168027,-1.0
-1.7175779184863844,0.11022739159332429,1.0
-0.5214039259763996,0.06192071841087632,1.0
-0.53272918191935,-0.15669700009190557,1.0
-0.8595477187176956,-0.1219214186225499,1.0
-1.6092425343400998,0.48382080987845066,1.0
-1.3492596141919613,0.31684221470858875,1.0
0.15478847625140624,1.9792859188035767,-1.0
0.28301920687701587,0.14973563623787234,-1.0
-1.7466382501724378,1.9427686849507664,-1.0
-1.4078412909555462,0.7345943410119185,1.0
-0.4634520496491188,0.7438254413469236,-1.0
-0.09179975303655907,1.87010136944276,-1.0
-1.8373103563220323,0.06449751068372,1.0
0.14518077876466817,-0.17032485701169064,-1.0
-1.1237767085558525,-0.1705855596417553,1.0
0.317555197111937,0.15677475067272895,-1.0
-1.0743686205237717,0.713530564847908,1.0
0.4901983175046296,0.9554096143399722,-1.0
-1.9554156858808274,0.5025848361395637,1.0
0.08777036031422547,0.6232950837230313,-1.0
0.3230049136334019,0.3823224717589071,-1.0
-0.39539176192980996,0.6359754698555904,-1.0
-0.9116970410058205,1.0416972085367395,-1.0
0.20813457970756177,1.4156840713578596,-1.0
-0.6287398424721777,0.16393521938275635,1.0
0.11411945023196068,0.41882436860333705,-1.0
-1.775089918275237,1.9934429295743348,-1.0
-1.6242078055868778,1.380209554376936,-1.0
-0.16187951710477355,1.5649064019116596,-1.0
0.16814492471538678,0.8635928479366499,-1.0
0.2634173150213872,0.1585392075343549,-1.0
0.062408341457949046,1.059501285157721,-1.0
-0.04069220554140096,1.4707145786006919,-1.0
-0.5601295646271987,0.03019672828057396,1.0
-1.4057769683746095,1.2886237672055674,-1.0
-0.759344734598492,-0.08231632053126281,1.0
-1.491097573549402,0.34822487129926405,1.0
-1.1757706826236995,0.47310908988702927,1.0
-1.9955260182770502,0.181358476327095,1.0
-0.22816955874047196,1.931880974352373,-1.0
0.3423002911668105,0.17055996019219988,-1.0
-0.13902887569903677,-0.38175204499230353,1.0
-0.13143685420007012,0.6090776547951227,-1.0
-0.5608605845571222,0.19389134672643848,1.0
-1.8178465660550274,0.8023653849460983,1.0
-1.7160945212331287,1.63944868067991,-1.0
-0.4100038564641175,-0.16130721091937317,1.0
0.42807629247586965,-0.45701761340517105,-1.0
0.22328772260527563,1.443068369539129,-1.0
-1.5370669357300375,0.9312624608866189,1.0
-0.08749462035790478,1.6811136261381647,-1.0
-1.0165939993173116,0.42435869047178376,1.0
0.41160620026784933,0.7395758866504016,-1.0
-0.8622207289465766,0.534930437424209,1.0
-0.6161744310099864,1.3520697260295371,-1.0
0.1506558882149478,0.7978275377608548,-1.0
-0.8502232135828884,1.401294582767542,-1.0
-0.9951385153425742,0.5555732037718308,1.0
-0.19997786304709653,1.434675347310654,-1.0
-0.01029564958060325,0.073139145513609,-1.0
-1.5137898947171249,0.24411450660922696,1.0
-0.6135225728021501,-0.36899988706794545,1.0
0.49028187026688386,-0.012615921889158166,-1.0
-1.9041549535086748,0.8548801871997649,1.0
-0.6586606242064865,0.08735010032043267,1.0
-0.07031345820667734,1.8819561134637715,-1.0
-0.2682308104025559,0.14331507576905778,1.0
-1.2311419579379668,1.7458566461425984,-1.0
-0.07535661452325115,0.6700211355875589,-1.0
-0.8070511319618854,0.8350108539741248,1.0
-0.6789724158040822,1.2437614846955456,-1.0
-0.24150127178444292,1.2885961181020973,-1.0
-0.9428544762863957,1.9006180167153879,-1.0
-0.049174684002497804,0.298991180841197,-1.0
-1.7167435493330592,1.267204851600101,1.0
-1.8907497176350159,1.7064175866157019,-1.0
-1.929702712461882,-0.33308010836667273,1.0
-0.8477262444451221,0.46183228351672034,1.0
-1.3332793271490422,0.2939412041486451,1.0
-1.3358626117238548,1.4846311439921263,-1.0
-1.3372241084965992,0.10743328079167136,1.0
-0.00629737724076862,1.9289393888520396,-1.0
-1.2335950296300673,1.731755876453307,-1.0
-0.18463840347527327,0.8228933023484515,-1.0
-1.713507888094122,1.5824957572414209,-1.0
-0.9707743458622147,0.2209384288638665,1.0
-0.7010013306197465,-0.2928202587128754,1.0
-0.9332226035508526,0.3558894840748079,1.0
-1.9377990355956711,0.1277899831645264,1.0
0.48258134949275533,-0.0014097331796223966,-1.0
-1.6137622389326303,1.053678162602631,-1.0
-0.7728522675300955,1.6616294492580446,-1.0
-0.23026329135615153,-0.2171796104840799,1.0
0.25329564986152375,-0.3704667691648429,-1.0
0.4846158653742765,0.28722908511928147,-1.0
-0.6064551937458578,1.0487441222265952,-1.0
-1.703590720708901,1.9592171993615612,-1.0
0.026544187374992756,0.747619221670496,-1.0
0.2975861966301889,0.519700925690201,-1.0
-1.3916756931695444,0.008827766082496358,1.0
-0.8503658664792857,1.9875957874175771,-1.0
-1.6283150781778537,1.3013841573110476,1.0
0.06781086881050502,0.2895412325225465,-1.0
-0.37475876354840754,1.2656335771399854,-1.0
0.12209918473131554,0.7585294096207467,-1.0
-1.2011202086803534,0.5382100170029551,1.0
-1.046413626388555,-0.34536641056998313,1.0
0.3165367225390603,1.379194392722602,-1.0
-0.7119218592872758,0.346319214175413,1.0
-0.34078025150938407,1.3721944456429802,-1.0
-0.4155432034060218,1.0812184352068108,-1.0
-1.2740306789572395,-0.03416613280987091,1.0
-1.9102579676268623,-0.4282398949988748,1.0
-1.8685695797121955,0.8764580534599438,1.0
-0.61785537988305,0.2765585362051086,1.0
0.12978158244655713,0.16707579955674756,-1.0
0.23020866978622978,0.9889236013381946,-1.0
-0.5982643994789778,1.6936658194133423,-1.0
0.010455595237281123,-0.11029840005216879,-1.0
